account_id,churn_probability,churn_probability_percent,risk_drivers,retention_protectors,risk_level,explanation
A-cdf020,0.015495888252321741,1.5%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality; Referral source other",Seats; long-term satisfaction is moderate; average session duration is strong (38.85 min),Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality; Referral source other. Retention signals: Seats; long-term satisfaction is moderate; average session duration is strong (38.85 min)."
A-59f724,0.01663402485235096,1.7%,"long-term satisfaction is strong; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention","average session duration is strong (14.80 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: long-term satisfaction is strong; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention. Retention signals: average session duration is strong (14.80 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility."
A-5a215a,0.015527417014755667,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; customer was acquired organically, a cohort associated with higher retention","long-term satisfaction is moderate; Seats; average session duration is low (4.40 min), reflecting weak product engagement",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; customer was acquired organically, a cohort associated with higher retention. Retention signals: long-term satisfaction is moderate; Seats; average session duration is low (4.40 min), reflecting weak product engagement."
A-56962b,0.015484465949340609,1.5%,Country uk; Ticket high risk; average session duration is strong (24.90 min),"customer was acquired through partner channels, where churn depends on integration quality; Country us; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Country uk; Ticket high risk; average session duration is strong (24.90 min). Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Country us; long-term satisfaction scores are historically low, a strong churn predictor."
A-bbe56f,0.01617068071712983,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment appears neutral and may indicate disengagement risk",average session duration is strong (84.00 min); Seats; long-term satisfaction is moderate,Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment appears neutral and may indicate disengagement risk. Retention signals: average session duration is strong (84.00 min); Seats; long-term satisfaction is moderate."
A-c62e55,0.015452125024303594,1.5%,"customer is currently in the trial phase, a stage characterized by high churn variability; Ticket high risk; Country us","average session duration is strong (18.00 min); customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; Ticket high risk; Country us. Retention signals: average session duration is strong (18.00 min); customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate."
A-443f6f,0.018528764214115014,1.9%,Error sum; Seats; Referral source other,"customer was acquired organically, a cohort associated with higher retention; Recent ticket count; moderate support request volume (4 tickets)",Low Risk,"Predicted churn risk is 1.9%. Key risk drivers: Error sum; Seats; Referral source other. Retention signals: customer was acquired organically, a cohort associated with higher retention; Recent ticket count; moderate support request volume (4 tickets)."
A-558c72,0.01595110723830436,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Seats; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels","average session duration is strong (69.80 min); customer was acquired organically, a cohort associated with higher retention; moderate support request volume (4 tickets)",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer was acquired through partner channels, where churn depends on integration quality; Seats; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels. Retention signals: average session duration is strong (69.80 min); customer was acquired organically, a cohort associated with higher retention; moderate support request volume (4 tickets)."
A-560d27,0.01534194210691536,1.5%,"long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Referral source other","Seats; average session duration is strong (69.67 min); customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Referral source other. Retention signals: Seats; average session duration is strong (69.67 min); customer was acquired organically, a cohort associated with higher retention."
A-2789e3,0.015568501149075112,1.6%,"customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Recent error sum; Recent usage engaged","customer was acquired through partner channels, where churn depends on integration quality; Error sum; moderate support request volume (4 tickets)",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Recent error sum; Recent usage engaged. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Error sum; moderate support request volume (4 tickets)."
A-2edab2,0.016553413881856195,1.7%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention","long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (73.23 min); moderate support request volume (4 tickets)",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (73.23 min); moderate support request volume (4 tickets)."
A-5790f4,0.24042905403202652,24.0%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability; Usage inconsistent","long-term satisfaction scores are historically low, a strong churn predictor; Country us; Seats",Low Risk,"Predicted churn risk is 24.0%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability; Usage inconsistent. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Country us; Seats."
A-ad64c6,0.015576384173712104,1.6%,"customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired through partner channels, where churn depends on integration quality",Seats; Recent ticket count; short-term usage appears stable,Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Seats; Recent ticket count; short-term usage appears stable."
A-5ed98d,0.016231971120739944,1.6%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats; Country us","customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (17.33 min); Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats; Country us. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (17.33 min); Ticket high risk."
A-cc1d8d,0.017254432200141164,1.7%,"Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality","average session duration is strong (11.50 min); Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: average session duration is strong (11.50 min); Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues."
A-625d0b,0.015391304198466996,1.5%,"customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; support ticket activity has remained stable recently","long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; average session duration is strong (49.07 min)",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; support ticket activity has remained stable recently. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; average session duration is strong (49.07 min)."
A-ef84cf,0.023189022000905057,2.3%,Seats; average session duration is strong (73.33 min); long-term satisfaction is moderate,"customer was acquired through partner channels, where churn depends on integration quality; support ticket volume is elevated (5 tickets), indicating recurring issues; Recent ticket count",Low Risk,"Predicted churn risk is 2.3%. Key risk drivers: Seats; average session duration is strong (73.33 min); long-term satisfaction is moderate. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; support ticket volume is elevated (5 tickets), indicating recurring issues; Recent ticket count."
A-0b0d6d,0.01574012035744054,1.6%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Country us","long-term satisfaction scores are historically low, a strong churn predictor; Seats; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Country us. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; customer was acquired organically, a cohort associated with higher retention."
A-e888d1,0.016349193029840132,1.6%,"long-term satisfaction is moderate; recent satisfaction appears stable; customer was acquired through partner channels, where churn depends on integration quality",average session duration is strong (91.40 min); Seats; short-term usage appears stable,Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: long-term satisfaction is moderate; recent satisfaction appears stable; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: average session duration is strong (91.40 min); Seats; short-term usage appears stable."
A-484819,0.2437223132935978,24.4%,"Seats; customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (26.50 min)","Ticket high risk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 24.4%. Key risk drivers: Seats; customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (26.50 min). Retention signals: Ticket high risk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor."
A-65c341,0.016242434381208558,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; Country us; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; Country us; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues."
A-4a4c2d,0.1752379135728924,17.5%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Usage inconsistent","Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; average session duration is strong (35.55 min)",Low Risk,"Predicted churn risk is 17.5%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Usage inconsistent. Retention signals: Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; average session duration is strong (35.55 min)."
A-8e47ca,0.015370125015791745,1.5%,"customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us","long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (78.45 min); Seats",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (78.45 min); Seats."
A-309e54,0.015422062704194129,1.5%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels","Seats; long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (136.00 min)",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels. Retention signals: Seats; long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (136.00 min)."
A-3f9cc0,0.01617742742085572,1.6%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior","Seats; Error sum; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior. Retention signals: Seats; Error sum; long-term satisfaction scores are historically low, a strong churn predictor."
A-779e4e,0.01589985363606047,1.6%,"average session duration is strong (107.60 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction is moderate; short-term usage appears stable; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: average session duration is strong (107.60 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction is moderate; short-term usage appears stable; customer was acquired organically, a cohort associated with higher retention."
A-82861f,0.015952977048727137,1.6%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country uk; recent satisfaction levels are weakening",long-term satisfaction is moderate; average session duration is strong (17.38 min); Seats,Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country uk; recent satisfaction levels are weakening. Retention signals: long-term satisfaction is moderate; average session duration is strong (17.38 min); Seats."
A-82d8a6,0.01544940614634965,1.5%,"Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Country us",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Country us."
A-7f4db3,0.015440312628619826,1.5%,"long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; Recent ticket count",Seats; average session duration is moderate (6.00 min); Ticket high risk,Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; Recent ticket count. Retention signals: Seats; average session duration is moderate (6.00 min); Ticket high risk."
A-310452,0.031343550696798325,3.1%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum; customer was acquired through partner channels, where churn depends on integration quality","average session duration is strong (92.40 min); support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk",Low Risk,"Predicted churn risk is 3.1%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: average session duration is strong (92.40 min); support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk."
A-6dee43,0.01590716516722286,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; Country uk; Error sum",average session duration is strong (19.72 min); Seats; Ticket high risk,Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; Country uk; Error sum. Retention signals: average session duration is strong (19.72 min); Seats; Ticket high risk."
A-6da850,0.01556755996700807,1.6%,Seats; Error sum; Usage stable usage,"long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (48.13 min); Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: Seats; Error sum; Usage stable usage. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (48.13 min); Ticket high risk."
A-855a48,0.016538434201529607,1.7%,"customer is currently in the trial phase, a stage characterized by high churn variability; recent usage intensity has dropped significantly; Ticket elevated","customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (83.70 min); support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; recent usage intensity has dropped significantly; Ticket elevated. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (83.70 min); support ticket volume is elevated (5 tickets), indicating recurring issues."
A-854864,0.017321894673463883,1.7%,"customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong; customer was acquired through partner channels, where churn depends on integration quality","Error sum; average session duration is strong (13.33 min); support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Error sum; average session duration is strong (13.33 min); support ticket volume is elevated (5 tickets), indicating recurring issues."
A-76fa4d,0.11884043328980362,11.9%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket elevated","Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk",Low Risk,"Predicted churn risk is 11.9%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket elevated. Retention signals: Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk."
A-158f4e,0.015529412493458369,1.6%,"Ticket elevated; customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels","Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: Ticket elevated; customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels. Retention signals: Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk."
A-e43bf7,0.018521699559712772,1.9%,recent satisfaction appears stable; Error sum; long-term satisfaction is moderate,"Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk",Low Risk,"Predicted churn risk is 1.9%. Key risk drivers: recent satisfaction appears stable; Error sum; long-term satisfaction is moderate. Retention signals: Seats; support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk."
A-67be94,0.015322247020953847,1.5%,"Seats; customer sentiment is consistently negative, a strong churn predictor; Country us","long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (84.40 min); Ticket high risk",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Seats; customer sentiment is consistently negative, a strong churn predictor; Country us. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (84.40 min); Ticket high risk."
A-751c58,0.020206131813798565,2.0%,"recent satisfaction appears stable; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Country uk","Seats; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 2.0%. Key risk drivers: recent satisfaction appears stable; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; Country uk. Retention signals: Seats; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability."
A-716841,0.015532091338669752,1.6%,long-term satisfaction is moderate; Ticket elevated; Country us,"Seats; average session duration is strong (11.55 min); support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: long-term satisfaction is moderate; Ticket elevated; Country us. Retention signals: Seats; average session duration is strong (11.55 min); support ticket volume is elevated (5 tickets), indicating recurring issues."
A-7c5768,0.01579852573157766,1.6%,"customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is moderate; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior","Seats; Recent ticket count; support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is moderate; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior. Retention signals: Seats; Recent ticket count; support ticket volume is elevated (5 tickets), indicating recurring issues."
A-7c6b6b,0.026351412636928834,2.6%,"Seats; long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality","Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues; Referral source other",Low Risk,"Predicted churn risk is 2.6%. Key risk drivers: Seats; long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Ticket high risk; support ticket volume is elevated (5 tickets), indicating recurring issues; Referral source other."
A-68f37c,0.015301571158462169,1.5%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Seats",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country us; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk; Seats."
A-d792a6,0.018391571095683158,1.8%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Country us","long-term satisfaction scores are historically low, a strong churn predictor; Seats; Error sum",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Country us. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; Error sum."
A-bcf664,0.38468396692418144,38.5%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum; average session duration is moderate (8.87 min)","Ticket high risk; Referral source other; support ticket volume is elevated (5 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 38.5%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum; average session duration is moderate (8.87 min). Retention signals: Ticket high risk; Referral source other; support ticket volume is elevated (5 tickets), indicating recurring issues."
A-9f9299,0.015489528797983262,1.5%,"Seats; customer is currently in the trial phase, a stage characterized by high churn variability; Country us","average session duration is strong (17.33 min); long-term satisfaction scores are historically low, a strong churn predictor; Recent ticket count",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Seats; customer is currently in the trial phase, a stage characterized by high churn variability; Country us. Retention signals: average session duration is strong (17.33 min); long-term satisfaction scores are historically low, a strong churn predictor; Recent ticket count."
A-3b37d9,0.015417307041961084,1.5%,"customer sentiment is consistently negative, a strong churn predictor; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country us","Seats; average session duration is strong (146.40 min); long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country us. Retention signals: Seats; average session duration is strong (146.40 min); long-term satisfaction scores are historically low, a strong churn predictor."
A-39ddf4,0.015699281209851576,1.6%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; recent satisfaction appears stable","Error sum; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; recent satisfaction appears stable. Retention signals: Error sum; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility."
A-396e5f,0.015326769776266567,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; recent usage intensity has dropped significantly; Recent ticket count","average session duration is strong (19.13 min); long-term satisfaction scores are historically low, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer was acquired through partner channels, where churn depends on integration quality; recent usage intensity has dropped significantly; Recent ticket count. Retention signals: average session duration is strong (19.13 min); long-term satisfaction scores are historically low, a strong churn predictor; Seats."
A-a09355,0.024496736465122713,2.4%,"long-term satisfaction is moderate; average session duration is strong (26.25 min); customer was acquired through partner channels, where churn depends on integration quality","Ticket high risk; customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 2.4%. Key risk drivers: long-term satisfaction is moderate; average session duration is strong (26.25 min); customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Ticket high risk; customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability."
A-3b5cd1,0.01615230416755589,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels","long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (90.80 min); Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (90.80 min); Ticket high risk."
A-118d55,0.01864915969981569,1.9%,Seats; long-term satisfaction is moderate; recent satisfaction appears stable,"average session duration is low (4.20 min), reflecting weak product engagement; Ticket high risk; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.9%. Key risk drivers: Seats; long-term satisfaction is moderate; recent satisfaction appears stable. Retention signals: average session duration is low (4.20 min), reflecting weak product engagement; Ticket high risk; customer was acquired organically, a cohort associated with higher retention."
A-e2cd1b,0.01703565218161708,1.7%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality",long-term satisfaction is moderate; average session duration is strong (67.90 min); Seats,Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction is moderate; average session duration is strong (67.90 min); Seats."
A-410e86,0.015284837365414028,1.5%,"customer sentiment is consistently negative, a strong churn predictor; Seats; Country us","average session duration is strong (120.90 min); Error sum; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; Seats; Country us. Retention signals: average session duration is strong (120.90 min); Error sum; long-term satisfaction scores are historically low, a strong churn predictor."
A-40906c,0.015286065514829762,1.5%,Recent satisfaction neutral sentiment; Usage engaged; customer sentiment appears neutral and may indicate disengagement risk,average session duration is strong (69.30 min); Seats; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.5%. Key risk drivers: Recent satisfaction neutral sentiment; Usage engaged; customer sentiment appears neutral and may indicate disengagement risk. Retention signals: average session duration is strong (69.30 min); Seats; long-term satisfaction is moderate.
A-9badbd,0.24606479232305659,24.6%,"Country de; customer is currently in the trial phase, a stage characterized by high churn variability; Seats","support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk; Country us",Low Risk,"Predicted churn risk is 24.6%. Key risk drivers: Country de; customer is currently in the trial phase, a stage characterized by high churn variability; Seats. Retention signals: support ticket volume is elevated (5 tickets), indicating recurring issues; Ticket high risk; Country us."
