account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-4a4c2d,0.1752379135728924,17.5%,"Usage inconsistent; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 17.5%. Key drivers include: Usage inconsistent; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-8e47ca,0.015370125015791745,1.5%,"Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
A-309e54,0.015422062704194129,1.5%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-3f9cc0,0.01617742742085572,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-779e4e,0.01589985363606047,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (107.60 min)",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (107.60 min)."
A-82861f,0.015952977048727137,1.6%,"recent satisfaction levels are weakening; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction levels are weakening; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-82d8a6,0.01544940614634965,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-7f4db3,0.015440312628619826,1.5%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate."
A-310452,0.031343550696798325,3.1%,"customer was acquired through partner channels, where churn depends on integration quality; Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 3.1%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-6dee43,0.01590716516722286,1.6%,"Error sum; Country uk; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Error sum; Country uk; customer is currently in the trial phase, a stage characterized by high churn variability."
A-6da850,0.01556755996700807,1.6%,Usage stable usage; Error sum; Seats,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Usage stable usage; Error sum; Seats.
A-855a48,0.016538434201529607,1.7%,"Ticket elevated; recent usage intensity has dropped significantly; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Ticket elevated; recent usage intensity has dropped significantly; customer is currently in the trial phase, a stage characterized by high churn variability."
A-854864,0.017321894673463883,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is strong; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is strong; customer was acquired via event-based channels, which historically show higher churn volatility."
A-76fa4d,0.11884043328980362,11.9%,"Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 11.9%. Key drivers include: Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-158f4e,0.015529412493458369,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; Ticket elevated",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; Ticket elevated."
A-e43bf7,0.018521699559712772,1.9%,long-term satisfaction is moderate; Error sum; recent satisfaction appears stable,Low Risk,Predicted churn risk is 1.9%. Key drivers include: long-term satisfaction is moderate; Error sum; recent satisfaction appears stable.
A-67be94,0.015322247020953847,1.5%,"Country us; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-751c58,0.020206131813798565,2.0%,"Country uk; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 2.0%. Key drivers include: Country uk; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; recent satisfaction appears stable."
A-716841,0.015532091338669752,1.6%,Country us; Ticket elevated; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Country us; Ticket elevated; long-term satisfaction is moderate.
A-7c5768,0.01579852573157766,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility."
A-7c6b6b,0.026351412636928834,2.6%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; Seats",Low Risk,"Predicted churn risk is 2.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; Seats."
A-68f37c,0.015301571158462169,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-d792a6,0.018391571095683158,1.8%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-bcf664,0.38468396692418144,38.5%,"average session duration is moderate (8.87 min); Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 38.5%. Key drivers include: average session duration is moderate (8.87 min); Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-9f9299,0.015489528797983262,1.5%,"Country us; customer is currently in the trial phase, a stage characterized by high churn variability; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer is currently in the trial phase, a stage characterized by high churn variability; Seats."
A-3b37d9,0.015417307041961084,1.5%,"Country us; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment is consistently negative, a strong churn predictor."
A-39ddf4,0.015699281209851576,1.6%,"recent satisfaction appears stable; Ticket elevated; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; Ticket elevated; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels."
A-396e5f,0.015326769776266567,1.5%,"Recent ticket count; recent usage intensity has dropped significantly; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Recent ticket count; recent usage intensity has dropped significantly; customer was acquired through partner channels, where churn depends on integration quality."
A-a09355,0.024496736465122713,2.4%,"customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (26.25 min); long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 2.4%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (26.25 min); long-term satisfaction is moderate."
A-3b5cd1,0.01615230416755589,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-118d55,0.01864915969981569,1.9%,recent satisfaction appears stable; long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 1.9%. Key drivers include: recent satisfaction appears stable; long-term satisfaction is moderate; Seats.
A-e2cd1b,0.01703565218161708,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-410e86,0.015284837365414028,1.5%,"Country us; Seats; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; Seats; customer sentiment is consistently negative, a strong churn predictor."
A-40906c,0.015286065514829762,1.5%,customer sentiment appears neutral and may indicate disengagement risk; Usage engaged; Recent satisfaction neutral sentiment,Low Risk,Predicted churn risk is 1.5%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; Usage engaged; Recent satisfaction neutral sentiment.
A-9badbd,0.24606479232305659,24.6%,"Seats; customer is currently in the trial phase, a stage characterized by high churn variability; Country de",Low Risk,"Predicted churn risk is 24.6%. Key drivers include: Seats; customer is currently in the trial phase, a stage characterized by high churn variability; Country de."
A-37f969,0.01876777717716778,1.9%,"Ticket elevated; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Ticket elevated; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-34d880,0.01752493550029856,1.8%,Recent usage engaged; recent satisfaction levels are weakening; average session duration is strong (74.07 min),Low Risk,Predicted churn risk is 1.8%. Key drivers include: Recent usage engaged; recent satisfaction levels are weakening; average session duration is strong (74.07 min).
A-86fc1d,0.01568178810713517,1.6%,"Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-86cdb4,0.015500076032212809,1.6%,"recent satisfaction levels are weakening; Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction levels are weakening; Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-856b1e,0.015306497277138382,1.5%,"Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; short-term usage appears stable",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; short-term usage appears stable."
A-328bd0,0.01541279410291354,1.5%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Seats."
A-7e0a10,0.015783769577676212,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country us; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country us; customer sentiment is consistently negative, a strong churn predictor."
A-0aaf6e,0.015392764230467924,1.5%,"customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable."
A-fdfc91,0.024159183716541605,2.4%,"Recent satisfaction neutral sentiment; customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (29.67 min)",Low Risk,"Predicted churn risk is 2.4%. Key drivers include: Recent satisfaction neutral sentiment; customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (29.67 min)."
A-18793f,0.015811751979355984,1.6%,"Recent ticket count; Ticket elevated; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent ticket count; Ticket elevated; customer is currently in the trial phase, a stage characterized by high churn variability."
A-b54c01,0.018335987502979146,1.8%,"Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Seats; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-296d7c,0.016372017654336844,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-b78bf8,0.01988967364502121,2.0%,"customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.0%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-c70870,0.016910994675245913,1.7%,Country us; long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 1.7%. Key drivers include: Country us; long-term satisfaction is moderate; Seats.
A-c7e58b,0.01677737890796141,1.7%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (65.47 min); Error sum",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (65.47 min); Error sum."
A-5247b3,0.015429162008601517,1.5%,"Country uk; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country uk; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability."
A-4f18f0,0.0161854393112906,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-526d93,0.015831683945458683,1.6%,"Usage inconsistent; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage inconsistent; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-54ecc2,0.015303362211529295,1.5%,"recent satisfaction appears stable; short-term usage appears stable; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: recent satisfaction appears stable; short-term usage appears stable; long-term satisfaction scores are historically low, a strong churn predictor."
A-1b7577,0.015697642730226107,1.6%,"Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention."
A-45ce7a,0.016155284858349765,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality."
A-53f4e3,0.017730690447165482,1.8%,"recent satisfaction appears stable; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: recent satisfaction appears stable; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility."
A-b9eed8,0.015827581215471866,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; recent satisfaction appears stable."
A-2e3bad,0.018742399866935995,1.9%,"Ticket elevated; Seats; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Ticket elevated; Seats; customer sentiment is consistently negative, a strong churn predictor."
A-96e141,0.015455712680047506,1.5%,"Recent ticket count; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Recent ticket count; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-22f2df,0.017968130468263163,1.8%,"Country us; average session duration is strong (51.88 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Country us; average session duration is strong (51.88 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-1e6fc3,0.015710323141071406,1.6%,"recent usage intensity has dropped significantly; Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent usage intensity has dropped significantly; Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality."
A-eb7c38,0.017276001800610463,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-cd458b,0.015748977743658483,1.6%,"customer was acquired organically, a cohort associated with higher retention; Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability."
A-c1e51e,0.015365001883373001,1.5%,"recent satisfaction levels are weakening; customer was acquired through partner channels, where churn depends on integration quality; Recent satisfaction neutral sentiment",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: recent satisfaction levels are weakening; customer was acquired through partner channels, where churn depends on integration quality; Recent satisfaction neutral sentiment."
A-068fc6,0.018763303857453197,1.9%,"Country us; Seats; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Country us; Seats; customer was acquired via event-based channels, which historically show higher churn volatility."
A-de58ca,0.016359717976371237,1.6%,"recent satisfaction appears stable; customer sentiment is consistently negative, a strong churn predictor; Country de",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; customer sentiment is consistently negative, a strong churn predictor; Country de."
A-f6b2fb,0.016665395608388343,1.7%,"long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-0f7d77,0.015290306298088422,1.5%,"recent usage intensity has dropped significantly; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: recent usage intensity has dropped significantly; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor."
A-104f1a,0.015476321089898253,1.5%,"Error no errors; customer was acquired organically, a cohort associated with higher retention; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Error no errors; customer was acquired organically, a cohort associated with higher retention; Seats."
A-fa3095,0.015313140941767635,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; support ticket activity has remained stable recently; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; support ticket activity has remained stable recently; customer sentiment is consistently negative, a strong churn predictor."
A-712533,0.015795745615613293,1.6%,"customer sentiment appears neutral and may indicate disengagement risk; customer was acquired through partner channels, where churn depends on integration quality; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; customer was acquired through partner channels, where churn depends on integration quality; Seats."
A-fda07f,0.015774909767129176,1.6%,Seats; recent satisfaction appears stable; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Seats; recent satisfaction appears stable; long-term satisfaction is moderate.
A-034368,0.0169693528251511,1.7%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-05d3b3,0.018013272484826665,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate."
A-02fac6,0.01584279607850064,1.6%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-fb186e,0.016479650953569413,1.6%,"support ticket volume is elevated (6 tickets), indicating recurring issues; average session duration is strong (30.00 min); customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: support ticket volume is elevated (6 tickets), indicating recurring issues; average session duration is strong (30.00 min); customer sentiment is consistently negative, a strong churn predictor."
A-f9cc74,0.015545728529680222,1.6%,"Seats; Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Seats; Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-712426,0.016318948518225712,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; average session duration is moderate (8.90 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; average session duration is moderate (8.90 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-dfbd31,0.017181171131723762,1.7%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-463db0,0.016171498680096208,1.6%,"Usage stable usage; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage stable usage; customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-55f257,0.015622851923524503,1.6%,"Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior."
A-ba6516,0.018176596012214725,1.8%,"customer was acquired organically, a cohort associated with higher retention; Ticket elevated; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Ticket elevated; long-term satisfaction is moderate."
A-bb1eaa,0.015548868988637719,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Country us; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Country us; customer sentiment is consistently negative, a strong churn predictor."
A-22d9d2,0.049967094579498994,5.0%,"customer was acquired via event-based channels, which historically show higher churn volatility; average session duration is strong (67.83 min); recent satisfaction levels are weakening",Low Risk,"Predicted churn risk is 5.0%. Key drivers include: customer was acquired via event-based channels, which historically show higher churn volatility; average session duration is strong (67.83 min); recent satisfaction levels are weakening."
A-1e1b80,0.017386917028945324,1.7%,"Ticket elevated; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Ticket elevated; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate."
A-ce66f8,0.02043956912115617,2.0%,"average session duration is strong (87.75 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.0%. Key drivers include: average session duration is strong (87.75 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility."
A-417d2f,0.0155869968629003,1.6%,"Recent usage engaged; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (74.00 min)",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent usage engaged; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (74.00 min)."
A-9289f6,0.028871317288674567,2.9%,"average session duration is strong (65.55 min); customer was acquired via event-based channels, which historically show higher churn volatility; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 2.9%. Key drivers include: average session duration is strong (65.55 min); customer was acquired via event-based channels, which historically show higher churn volatility; recent satisfaction appears stable."
A-9123ac,0.016049449134040304,1.6%,recent satisfaction appears stable; short-term usage appears stable; Country de,Low Risk,Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; short-term usage appears stable; Country de.
