,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_duration_min,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,reference_date,reference_month_int,ticket_month_int,months_before_reference
3146,S-fc6cb4,A-34d880,2024-08-11,2024-09-18,Basic,41,779,9348,False,False,False,True,monthly,False,U-7061a2,2024-10-05,feature_32,13,5863,0,False,97.71666666666667,T-bdc72c,2024-11-19,2024-11-21 14:00:00,62.0,medium,106,3.0,False,2024-12-31,659,658,-1
3148,S-fc6cb4,A-34d880,2024-08-11,2024-09-18,Basic,41,779,9348,False,False,False,True,monthly,False,U-7061a2,2024-10-05,feature_32,13,5863,0,False,97.71666666666667,T-926f27,2024-10-05,2024-10-07 16:00:00,64.0,low,127,3.0,False,2024-12-31,659,657,-2
3150,S-fc6cb4,A-34d880,2024-08-11,2024-09-18,Basic,41,779,9348,False,False,False,True,monthly,False,U-7061a2,2024-10-05,feature_32,13,5863,0,False,97.71666666666667,T-1df6ee,2024-07-12,2024-07-13 08:00:00,32.0,low,131,3.0,False,2024-12-31,659,654,-5
3226,S-a7ea10,A-96e141,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-f39a06,2024-03-07,2024-03-09 22:00:00,70.0,medium,58,0.0,False,2024-12-31,659,650,-9
3229,S-a7ea10,A-96e141,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-702e0f,2024-01-26,2024-01-27 22:00:00,46.0,high,17,4.0,False,2024-12-31,659,648,-11
3230,S-a7ea10,A-96e141,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,U-51cae8,2023-12-20,feature_31,8,1096,0,False,18.266666666666666,T-0111f8,2024-04-15,2024-04-15 23:00:00,23.0,high,95,5.0,False,2024-12-31,659,651,-8
3311,S-f4caa8,A-9badbd,2024-09-16,2024-10-12,Basic,23,437,5244,False,False,False,True,annual,True,U-02cacb,2023-04-20,feature_37,13,1339,0,False,22.316666666666666,T-ff778b,2024-10-12,2024-10-12 16:00:00,16.0,low,47,0.0,False,2024-12-31,659,657,-2
3312,S-f4caa8,A-9badbd,2024-09-16,2024-10-12,Basic,23,437,5244,False,False,False,True,annual,True,U-02cacb,2023-04-20,feature_37,13,1339,0,False,22.316666666666666,T-f5f28c,2024-09-07,2024-09-08 10:00:00,34.0,low,149,5.0,False,2024-12-31,659,656,-3
3336,S-dfbd79,A-977ca0,2024-11-24,2024-11-24,Pro,14,686,8232,False,False,False,True,annual,True,U-ff2e6a,2024-09-15,feature_25,6,648,0,False,10.8,T-cc11bd,2024-11-21,2024-11-23 16:00:00,64.0,urgent,152,4.0,False,2024-12-31,659,658,-1
3370,S-3741b9,A-c16b88,2024-06-20,2024-07-11,Basic,23,0,0,True,False,False,True,annual,True,U-6dcbb7,2024-11-19,feature_17,10,2920,0,False,48.666666666666664,T-7929a5,2024-04-09,2024-04-11 08:00:00,56.0,high,158,3.0,False,2024-12-31,659,651,-8
3412,S-b1d153,A-3793ee,2023-11-23,2024-10-08,Pro,49,2401,28812,False,False,False,True,monthly,True,U-006569,2024-12-02,feature_20,9,1782,0,False,29.7,T-867910,2024-06-14,2024-06-16 22:00:00,70.0,high,11,4.0,False,2024-12-31,659,653,-6
3414,S-b1d153,A-3793ee,2023-11-23,2024-10-08,Pro,49,2401,28812,False,False,False,True,monthly,True,U-006569,2024-12-02,feature_20,9,1782,0,False,29.7,T-b2d025,2024-06-26,2024-06-27 20:00:00,44.0,low,176,0.0,False,2024-12-31,659,653,-6
3429,S-1d63bf,A-69fad4,2024-02-01,2024-08-19,Enterprise,22,4378,52536,False,False,False,True,monthly,True,U-e8629b,2023-01-03,feature_4,11,3927,0,False,65.45,T-cc8d03,2024-07-19,2024-07-20 22:00:00,46.0,medium,22,3.0,False,2024-12-31,659,654,-5
3431,S-1d63bf,A-69fad4,2024-02-01,2024-08-19,Enterprise,22,4378,52536,False,False,False,True,monthly,True,U-e8629b,2023-01-03,feature_4,11,3927,0,False,65.45,T-0cfcc4,2024-09-13,2024-09-13 01:00:00,1.0,urgent,164,4.0,False,2024-12-31,659,656,-3
3496,S-6bd30a,A-5c9849,2024-12-01,2024-12-16,Enterprise,91,18109,217308,False,False,False,True,monthly,True,U-2c0acb,2023-01-30,feature_10,10,4390,0,False,73.16666666666667,T-3830ca,2024-01-31,2024-02-02 01:00:00,49.0,urgent,7,0.0,False,2024-12-31,659,648,-11
3497,S-6bd30a,A-5c9849,2024-12-01,2024-12-16,Enterprise,91,18109,217308,False,False,False,True,monthly,True,U-2c0acb,2023-01-30,feature_10,10,4390,0,False,73.16666666666667,T-534a33,2023-12-07,2023-12-09 05:00:00,53.0,low,12,0.0,True,2024-12-31,659,647,-12
3499,S-6bd30a,A-5c9849,2024-12-01,2024-12-16,Enterprise,91,18109,217308,False,False,False,True,monthly,True,U-2c0acb,2023-01-30,feature_10,10,4390,0,False,73.16666666666667,T-38a3f8,2023-12-14,2023-12-16 18:00:00,66.0,low,41,0.0,False,2024-12-31,659,647,-12
3544,S-826d19,A-5790f4,2024-12-26,2024-12-29,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-408ffa,2023-12-13,feature_14,15,8490,1,False,141.5,T-98be51,2024-07-07,2024-07-09 22:00:00,70.0,medium,13,4.0,False,2024-12-31,659,654,-5
3546,S-826d19,A-5790f4,2024-12-26,2024-12-29,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-408ffa,2023-12-13,feature_14,15,8490,1,False,141.5,T-578a17,2024-02-21,2024-02-24 00:00:00,72.0,low,133,0.0,True,2024-12-31,659,649,-10
3547,S-826d19,A-5790f4,2024-12-26,2024-12-29,Enterprise,8,1592,19104,False,False,False,True,annual,True,U-408ffa,2023-12-13,feature_14,15,8490,1,False,141.5,T-cc9f02,2024-10-19,2024-10-20 06:00:00,30.0,urgent,80,0.0,False,2024-12-31,659,657,-2
3566,S-149409,A-0cc442,2024-09-15,2024-10-28,Pro,45,0,0,True,True,True,True,monthly,True,U-db9271,2024-02-04,feature_29,12,5388,0,False,89.8,T-bf29da,2024-04-29,2024-05-01 10:00:00,58.0,urgent,110,3.0,False,2024-12-31,659,651,-8
3582,S-4d47e3,A-7f4db3,2023-03-28,2024-06-17,Pro,4,196,2352,False,False,False,True,monthly,True,U-aab572,2024-04-21,feature_32,10,3480,0,False,58.0,T-e58f06,2024-06-08,2024-06-09 05:00:00,29.0,high,155,3.0,True,2024-12-31,659,653,-6
3584,S-4d47e3,A-7f4db3,2023-03-28,2024-06-17,Pro,4,196,2352,False,False,False,True,monthly,True,U-aab572,2024-04-21,feature_32,10,3480,0,False,58.0,T-9bb4f6,2024-05-20,2024-05-20 08:00:00,8.0,medium,14,4.0,False,2024-12-31,659,652,-7
3586,S-4d47e3,A-7f4db3,2023-03-28,2024-06-17,Pro,4,196,2352,False,False,False,True,monthly,True,U-aab572,2024-04-21,feature_32,10,3480,0,False,58.0,T-10fc64,2024-08-09,2024-08-09 12:00:00,12.0,medium,75,0.0,False,2024-12-31,659,655,-4
3614,S-80af53,A-fd7ad3,2024-12-23,2024-12-29,Enterprise,12,2388,28656,False,True,False,True,monthly,True,U-6f4284,2024-11-25,feature_4,6,2172,2,False,36.2,T-a1d9dd,2024-04-27,2024-04-29 16:00:00,64.0,urgent,21,3.0,False,2024-12-31,659,651,-8
3615,S-80af53,A-fd7ad3,2024-12-23,2024-12-29,Enterprise,12,2388,28656,False,True,False,True,monthly,True,U-6f4284,2024-11-25,feature_4,6,2172,2,False,36.2,T-fc25d0,2024-08-17,2024-08-19 13:00:00,61.0,high,138,0.0,False,2024-12-31,659,655,-4
3618,S-80af53,A-fd7ad3,2024-12-23,2024-12-29,Enterprise,12,2388,28656,False,True,False,True,monthly,True,U-6f4284,2024-11-25,feature_4,6,2172,2,False,36.2,T-d370a4,2023-12-23,2023-12-25 06:00:00,54.0,urgent,118,5.0,True,2024-12-31,659,647,-12
3619,S-80af53,A-fd7ad3,2024-12-23,2024-12-29,Enterprise,12,2388,28656,False,True,False,True,monthly,True,U-6f4284,2024-11-25,feature_4,6,2172,2,False,36.2,T-bc73ad,2024-10-08,2024-10-09 21:00:00,45.0,low,103,5.0,False,2024-12-31,659,657,-2
3621,S-80af53,A-fd7ad3,2024-12-23,2024-12-29,Enterprise,12,2388,28656,False,True,False,True,monthly,True,U-6f4284,2024-11-25,feature_4,6,2172,2,False,36.2,T-7d2f68,2024-10-17,2024-10-19 11:00:00,59.0,low,167,5.0,False,2024-12-31,659,657,-2
3674,S-b53850,A-cd458b,2024-08-18,2024-09-14,Basic,29,551,6612,False,False,False,True,annual,True,U-74ecd2,2023-10-03,feature_23,10,4430,0,False,73.83333333333333,T-29abed,2024-03-28,2024-03-30 02:00:00,50.0,urgent,39,5.0,False,2024-12-31,659,650,-9
3677,S-b53850,A-cd458b,2024-08-18,2024-09-14,Basic,29,551,6612,False,False,False,True,annual,True,U-74ecd2,2023-10-03,feature_23,10,4430,0,False,73.83333333333333,T-bb236d,2024-06-25,2024-06-26 21:00:00,45.0,urgent,61,5.0,False,2024-12-31,659,653,-6
3678,S-b53850,A-cd458b,2024-08-18,2024-09-14,Basic,29,551,6612,False,False,False,True,annual,True,U-74ecd2,2023-10-03,feature_23,10,4430,0,False,73.83333333333333,T-6086c6,2024-09-08,2024-09-08 02:00:00,2.0,urgent,84,5.0,False,2024-12-31,659,656,-3
3695,S-342708,A-ffc04f,2024-11-30,2024-12-21,Pro,41,2009,24108,False,False,False,True,annual,True,U-10774e,2024-05-23,feature_30,8,1544,0,False,25.733333333333334,T-2c4195,2024-01-08,2024-01-08 08:00:00,8.0,low,175,5.0,False,2024-12-31,659,648,-11
3696,S-342708,A-ffc04f,2024-11-30,2024-12-21,Pro,41,2009,24108,False,False,False,True,annual,True,U-10774e,2024-05-23,feature_30,8,1544,0,False,25.733333333333334,T-4e6353,2024-05-13,2024-05-14 05:00:00,29.0,low,123,0.0,False,2024-12-31,659,652,-7
3744,S-7f92bd,A-4f18f0,2024-06-04,2024-08-10,Basic,24,456,5472,False,False,True,True,monthly,True,U-0926ba,2024-06-14,feature_39,9,3249,0,True,54.15,T-7d4d61,2024-06-11,2024-06-13 23:00:00,71.0,urgent,75,5.0,False,2024-12-31,659,653,-6
3746,S-7f92bd,A-4f18f0,2024-06-04,2024-08-10,Basic,24,456,5472,False,False,True,True,monthly,True,U-0926ba,2024-06-14,feature_39,9,3249,0,True,54.15,T-d532cc,2024-08-04,2024-08-05 10:00:00,34.0,low,34,4.0,False,2024-12-31,659,655,-4
3748,S-7f92bd,A-4f18f0,2024-06-04,2024-08-10,Basic,24,456,5472,False,False,True,True,monthly,True,U-0926ba,2024-06-14,feature_39,9,3249,0,True,54.15,T-24d5c4,2024-03-20,2024-03-22 08:00:00,56.0,high,79,4.0,False,2024-12-31,659,650,-9
3764,S-d44088,A-0651a4,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-317894,2024-04-20,2024-04-20 01:00:00,1.0,high,135,3.0,False,2024-12-31,659,651,-8
3767,S-d44088,A-0651a4,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-2b5ff8,2024-09-12,2024-09-14 18:00:00,66.0,high,32,5.0,False,2024-12-31,659,656,-3
3776,S-2c11c6,A-76fa4d,2024-12-08,2024-12-28,Pro,69,0,0,True,False,False,True,monthly,True,U-8cdb9f,2023-05-23,feature_16,12,6912,1,False,115.2,T-ced995,2024-06-24,2024-06-25 19:00:00,43.0,urgent,92,0.0,False,2024-12-31,659,653,-6
3825,S-70d15d,A-8adedc,2024-02-22,2024-03-09,Enterprise,57,11343,136116,False,False,False,True,monthly,True,U-f82b52,2023-09-04,feature_27,10,1880,0,False,31.333333333333332,T-67350b,2024-08-19,2024-08-19 18:00:00,18.0,low,19,0.0,False,2024-12-31,659,655,-4
3851,S-abddce,A-7d514c,2024-07-01,2024-11-12,Enterprise,43,8557,102684,False,False,False,True,monthly,True,U-ed86ed,2023-12-31,feature_26,11,1089,0,True,18.15,T-be97e7,2024-03-20,2024-03-20 05:00:00,5.0,low,87,5.0,False,2024-12-31,659,650,-9
3852,S-abddce,A-7d514c,2024-07-01,2024-11-12,Enterprise,43,8557,102684,False,False,False,True,monthly,True,U-ed86ed,2023-12-31,feature_26,11,1089,0,True,18.15,T-699941,2024-03-28,2024-03-29 19:00:00,43.0,urgent,23,0.0,False,2024-12-31,659,650,-9
3872,S-7dab19,A-de58ca,2023-12-24,2024-11-04,Basic,47,893,10716,False,False,False,True,annual,False,U-093baa,2023-11-19,feature_18,6,540,2,False,9.0,T-e13c08,2023-12-28,2023-12-28 06:00:00,6.0,low,23,0.0,False,2024-12-31,659,647,-12
3874,S-7dab19,A-de58ca,2023-12-24,2024-11-04,Basic,47,893,10716,False,False,False,True,annual,False,U-093baa,2023-11-19,feature_18,6,540,2,False,9.0,T-50ec38,2024-09-15,2024-09-16 18:00:00,42.0,high,127,3.0,False,2024-12-31,659,656,-3
3875,S-7dab19,A-de58ca,2023-12-24,2024-11-04,Basic,47,893,10716,False,False,False,True,annual,False,U-093baa,2023-11-19,feature_18,6,540,2,False,9.0,T-12e968,2023-12-07,2023-12-09 11:00:00,59.0,medium,125,0.0,False,2024-12-31,659,647,-12
3876,S-7dab19,A-de58ca,2023-12-24,2024-11-04,Basic,47,893,10716,False,False,False,True,annual,False,U-093baa,2023-11-19,feature_18,6,540,2,False,9.0,T-43635f,2024-11-05,2024-11-06 10:00:00,34.0,medium,152,4.0,False,2024-12-31,659,658,-1
3912,S-ddf5ff,A-1f559b,2024-06-21,2024-09-29,Basic,58,1102,13224,False,False,False,True,monthly,False,U-7a5a28,2023-05-26,feature_20,9,1710,0,False,28.5,T-5f84c5,2024-01-22,2024-01-24 14:00:00,62.0,high,28,4.0,False,2024-12-31,659,648,-11
3913,S-ddf5ff,A-1f559b,2024-06-21,2024-09-29,Basic,58,1102,13224,False,False,False,True,monthly,False,U-7a5a28,2023-05-26,feature_20,9,1710,0,False,28.5,T-5c2f82,2023-12-13,2023-12-15 20:00:00,68.0,urgent,143,4.0,False,2024-12-31,659,647,-12
3937,S-142456,A-22d9d2,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-300e16,2024-10-15,2024-10-15 04:00:00,4.0,urgent,131,3.0,True,2024-12-31,659,657,-2
3938,S-142456,A-22d9d2,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-7fd978,2023-12-26,2023-12-26 10:00:00,10.0,urgent,8,0.0,False,2024-12-31,659,647,-12
3939,S-142456,A-22d9d2,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-9f48ae,2024-01-22,2024-01-22 19:00:00,19.0,medium,87,5.0,False,2024-12-31,659,648,-11
3940,S-142456,A-22d9d2,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-ca352f,2024-04-24,2024-04-25 07:00:00,31.0,high,140,4.0,False,2024-12-31,659,651,-8
3941,S-142456,A-22d9d2,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-04dbe2,2024-07-16,2024-07-16 14:00:00,14.0,urgent,25,0.0,False,2024-12-31,659,654,-5
3973,S-20d02a,A-40a557,2024-01-11,2024-01-16,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-ac9cfc,2024-12-26,feature_17,6,2004,0,True,33.4,T-f8e2c3,2024-03-01,2024-03-03 21:00:00,69.0,high,60,0.0,False,2024-12-31,659,650,-9
3974,S-20d02a,A-40a557,2024-01-11,2024-01-16,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-ac9cfc,2024-12-26,feature_17,6,2004,0,True,33.4,T-4db8d5,2024-11-24,2024-11-26 03:00:00,51.0,urgent,119,5.0,False,2024-12-31,659,658,-1
3977,S-20d02a,A-40a557,2024-01-11,2024-01-16,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-ac9cfc,2024-12-26,feature_17,6,2004,0,True,33.4,T-6dd363,2024-07-05,2024-07-06 18:00:00,42.0,medium,150,3.0,False,2024-12-31,659,654,-5
3978,S-20d02a,A-40a557,2024-01-11,2024-01-16,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-ac9cfc,2024-12-26,feature_17,6,2004,0,True,33.4,T-271d67,2024-10-27,2024-10-27 01:00:00,1.0,urgent,1,0.0,False,2024-12-31,659,657,-2
3979,S-20d02a,A-40a557,2024-01-11,2024-01-16,Enterprise,16,3184,38208,False,False,False,True,annual,True,U-ac9cfc,2024-12-26,feature_17,6,2004,0,True,33.4,T-e5a027,2024-06-24,2024-06-24 01:00:00,1.0,urgent,44,0.0,False,2024-12-31,659,653,-6
4035,S-6a0399,A-df1e44,2024-09-08,2024-12-15,Enterprise,12,2388,28656,False,False,True,True,monthly,True,U-0df052,2023-08-07,feature_15,11,1672,1,False,27.866666666666667,T-3118d4,2024-11-22,2024-11-24 20:00:00,68.0,high,128,0.0,False,2024-12-31,659,658,-1
4064,S-af8f54,A-712426,2024-11-28,2024-12-26,Enterprise,9,1791,21492,False,False,False,True,monthly,True,U-eff05f,2023-05-21,feature_36,6,1176,0,False,19.6,T-d92e2e,2024-07-18,2024-07-20 19:00:00,67.0,high,67,4.0,False,2024-12-31,659,654,-5
4067,S-af8f54,A-712426,2024-11-28,2024-12-26,Enterprise,9,1791,21492,False,False,False,True,monthly,True,U-eff05f,2023-05-21,feature_36,6,1176,0,False,19.6,T-fa1316,2024-05-18,2024-05-20 12:00:00,60.0,low,169,4.0,False,2024-12-31,659,652,-7
4068,S-af8f54,A-712426,2024-11-28,2024-12-26,Enterprise,9,1791,21492,False,False,False,True,monthly,True,U-eff05f,2023-05-21,feature_36,6,1176,0,False,19.6,T-1e080e,2024-08-04,2024-08-04 15:00:00,15.0,urgent,66,5.0,False,2024-12-31,659,655,-4
4151,S-9a7851,A-4c38bc,2024-12-27,2024-12-28,Pro,36,1764,21168,False,False,False,True,annual,True,U-a474ed,2023-03-30,feature_22,13,5200,0,False,86.66666666666667,T-7a48cd,2024-07-27,2024-07-29 18:00:00,66.0,medium,37,4.0,False,2024-12-31,659,654,-5
4171,S-450fa9,A-186a44,2024-12-17,2024-12-25,Basic,20,380,4560,False,False,False,True,monthly,False,U-7296b6,2024-11-08,feature_25,14,6622,1,False,110.36666666666666,T-f29fb2,2024-03-30,2024-04-01 05:00:00,53.0,medium,103,0.0,False,2024-12-31,659,650,-9
4172,S-450fa9,A-186a44,2024-12-17,2024-12-25,Basic,20,380,4560,False,False,False,True,monthly,False,U-7296b6,2024-11-08,feature_25,14,6622,1,False,110.36666666666666,T-4f5aab,2024-06-08,2024-06-08 19:00:00,19.0,high,35,4.0,False,2024-12-31,659,653,-6
4174,S-450fa9,A-186a44,2024-12-17,2024-12-25,Basic,20,380,4560,False,False,False,True,monthly,False,U-7296b6,2024-11-08,feature_25,14,6622,1,False,110.36666666666666,T-ae3a16,2024-06-19,2024-06-21 03:00:00,51.0,low,97,0.0,False,2024-12-31,659,653,-6
4175,S-450fa9,A-186a44,2024-12-17,2024-12-25,Basic,20,380,4560,False,False,False,True,monthly,False,U-7296b6,2024-11-08,feature_25,14,6622,1,False,110.36666666666666,T-ac71c9,2024-01-18,2024-01-18 08:00:00,8.0,high,155,3.0,False,2024-12-31,659,648,-11
4240,S-dd85c4,A-65c341,2024-02-26,2024-07-18,Enterprise,31,6169,74028,False,False,False,True,monthly,True,U-da4f69,2023-09-18,feature_33,15,2580,0,True,43.0,T-d466fd,2024-05-06,2024-05-06 02:00:00,2.0,high,122,0.0,False,2024-12-31,659,652,-7
4264,S-afed2d,A-726cfa,2024-05-30,2024-12-12,Pro,11,539,6468,False,False,False,True,annual,True,U-779058,2023-11-03,feature_35,10,5200,0,True,86.66666666666667,T-4c2f4b,2023-12-02,2023-12-03 13:00:00,37.0,high,150,0.0,False,2024-12-31,659,647,-12
4266,S-afed2d,A-726cfa,2024-05-30,2024-12-12,Pro,11,539,6468,False,False,False,True,annual,True,U-779058,2023-11-03,feature_35,10,5200,0,True,86.66666666666667,T-0e39f9,2024-08-05,2024-08-05 09:00:00,9.0,high,93,4.0,False,2024-12-31,659,655,-4
4292,S-d3f138,A-560d27,2024-10-21,2024-11-18,Enterprise,23,4577,54924,False,False,False,True,monthly,False,U-33fcf1,2024-04-28,feature_18,10,910,0,False,15.166666666666666,T-ad4ec7,2024-02-28,2024-02-28 12:00:00,12.0,low,62,3.0,False,2024-12-31,659,649,-10
4294,S-d3f138,A-560d27,2024-10-21,2024-11-18,Enterprise,23,4577,54924,False,False,False,True,monthly,False,U-33fcf1,2024-04-28,feature_18,10,910,0,False,15.166666666666666,T-10fe26,2023-12-22,2023-12-22 04:00:00,4.0,medium,29,5.0,False,2024-12-31,659,647,-12
4312,S-783131,A-51ec1b,2024-10-03,2024-11-27,Enterprise,7,1393,16716,False,False,False,True,annual,True,U-c463f2,2023-06-10,feature_19,10,2210,0,False,36.833333333333336,T-f73830,2024-09-11,2024-09-13 23:00:00,71.0,low,174,0.0,True,2024-12-31,659,656,-3
4322,S-7553fb,A-54d94a,2023-11-29,2024-01-28,Enterprise,52,0,0,True,False,False,True,monthly,False,U-18e9c2,2024-07-09,feature_16,14,3472,0,False,57.86666666666667,T-880bce,2024-05-16,2024-05-18 23:00:00,71.0,low,118,4.0,False,2024-12-31,659,652,-7
4323,S-7553fb,A-54d94a,2023-11-29,2024-01-28,Enterprise,52,0,0,True,False,False,True,monthly,False,U-18e9c2,2024-07-09,feature_16,14,3472,0,False,57.86666666666667,T-7d878f,2024-07-19,2024-07-21 19:00:00,67.0,medium,18,3.0,False,2024-12-31,659,654,-5
4324,S-7553fb,A-54d94a,2023-11-29,2024-01-28,Enterprise,52,0,0,True,False,False,True,monthly,False,U-18e9c2,2024-07-09,feature_16,14,3472,0,False,57.86666666666667,T-5f7300,2024-07-25,2024-07-27 11:00:00,59.0,medium,117,0.0,False,2024-12-31,659,654,-5
4376,S-c2c321,A-684255,2024-06-18,2024-08-09,Enterprise,14,0,0,True,True,False,True,monthly,True,U-468a76,2023-10-17,feature_6,7,3150,0,False,52.5,T-5d5c80,2024-04-12,2024-04-12 10:00:00,10.0,urgent,153,4.0,False,2024-12-31,659,651,-8
4377,S-c2c321,A-684255,2024-06-18,2024-08-09,Enterprise,14,0,0,True,True,False,True,monthly,True,U-468a76,2023-10-17,feature_6,7,3150,0,False,52.5,T-afc27c,2024-07-29,2024-07-29 17:00:00,17.0,low,95,0.0,True,2024-12-31,659,654,-5
4378,S-c2c321,A-684255,2024-06-18,2024-08-09,Enterprise,14,0,0,True,True,False,True,monthly,True,U-468a76,2023-10-17,feature_6,7,3150,0,False,52.5,T-d80204,2024-08-11,2024-08-12 05:00:00,29.0,medium,6,5.0,False,2024-12-31,659,655,-4
4420,S-62c824,A-0e966d,2024-11-26,2024-11-30,Basic,11,209,2508,False,False,False,True,annual,True,U-51a7d3,2023-04-07,feature_7,19,5396,3,False,89.93333333333334,T-f97a8b,2024-09-11,2024-09-11 22:00:00,22.0,medium,100,5.0,True,2024-12-31,659,656,-3
4421,S-62c824,A-0e966d,2024-11-26,2024-11-30,Basic,11,209,2508,False,False,False,True,annual,True,U-51a7d3,2023-04-07,feature_7,19,5396,3,False,89.93333333333334,T-2748bc,2024-01-16,2024-01-18 13:00:00,61.0,high,73,0.0,False,2024-12-31,659,648,-11
4428,S-d2863b,A-ac9111,2023-10-04,2024-01-01,Basic,21,399,4788,False,False,False,True,annual,True,U-05b11e,2023-12-17,feature_4,9,5391,4,False,89.85,T-ac0b69,2024-03-02,2024-03-02 14:00:00,14.0,low,86,0.0,False,2024-12-31,659,650,-9
4429,S-d2863b,A-ac9111,2023-10-04,2024-01-01,Basic,21,399,4788,False,False,False,True,annual,True,U-05b11e,2023-12-17,feature_4,9,5391,4,False,89.85,T-1e6dde,2024-05-05,2024-05-06 16:00:00,40.0,urgent,89,0.0,False,2024-12-31,659,652,-7
4534,S-8bab7f,A-72799b,2024-04-21,2024-09-30,Basic,20,380,4560,False,False,True,True,monthly,True,U-39d520,2024-07-24,feature_3,4,1816,0,False,30.266666666666666,T-60242d,2024-01-29,2024-01-29 12:00:00,12.0,low,56,4.0,True,2024-12-31,659,648,-11
4535,S-8bab7f,A-72799b,2024-04-21,2024-09-30,Basic,20,380,4560,False,False,True,True,monthly,True,U-39d520,2024-07-24,feature_3,4,1816,0,False,30.266666666666666,T-0ceebb,2024-09-06,2024-09-08 07:00:00,55.0,high,104,5.0,False,2024-12-31,659,656,-3
4547,S-dd3b36,A-1b7577,2024-11-26,2024-12-06,Basic,4,76,912,False,False,False,True,monthly,True,U-554aa7,2024-02-08,feature_26,12,5124,2,False,85.4,T-9b4be2,2024-04-08,2024-04-09 18:00:00,42.0,low,112,5.0,False,2024-12-31,659,651,-8
4550,S-dd3b36,A-1b7577,2024-11-26,2024-12-06,Basic,4,76,912,False,False,False,True,monthly,True,U-554aa7,2024-02-08,feature_26,12,5124,2,False,85.4,T-710a02,2024-05-31,2024-05-31 10:00:00,10.0,medium,37,3.0,False,2024-12-31,659,652,-7
4579,S-670476,A-8b0451,2024-11-18,2024-12-31,Enterprise,41,8159,97908,False,False,False,True,monthly,True,U-0eb13c,2023-07-30,feature_22,13,6994,0,True,116.56666666666666,T-b0063c,2024-02-17,2024-02-17 23:00:00,23.0,high,111,3.0,False,2024-12-31,659,649,-10
4581,S-670476,A-8b0451,2024-11-18,2024-12-31,Enterprise,41,8159,97908,False,False,False,True,monthly,True,U-0eb13c,2023-07-30,feature_22,13,6994,0,True,116.56666666666666,T-ea65ad,2024-01-30,2024-01-30 06:00:00,6.0,medium,79,4.0,False,2024-12-31,659,648,-11
4582,S-670476,A-8b0451,2024-11-18,2024-12-31,Enterprise,41,8159,97908,False,False,False,True,monthly,True,U-0eb13c,2023-07-30,feature_22,13,6994,0,True,116.56666666666666,T-d2f0e5,2023-12-27,2023-12-27 20:00:00,20.0,urgent,17,0.0,False,2024-12-31,659,647,-12
4649,S-ce61e0,A-f3ff05,2024-08-02,2024-09-01,Basic,2,38,456,False,True,False,True,monthly,True,U-c4764e,2024-02-04,feature_38,8,4344,0,False,72.4,T-b25f66,2023-12-17,2023-12-19 03:00:00,51.0,low,104,4.0,False,2024-12-31,659,647,-12
4695,S-f4a4c8,A-c37cab,2024-10-05,2024-12-13,Enterprise,98,19502,234024,False,True,False,True,monthly,True,U-daf622,2023-10-29,feature_19,9,2133,0,True,35.55,T-c01944,2024-03-28,2024-03-29 18:00:00,42.0,medium,146,3.0,False,2024-12-31,659,650,-9
4697,S-f4a4c8,A-c37cab,2024-10-05,2024-12-13,Enterprise,98,19502,234024,False,True,False,True,monthly,True,U-daf622,2023-10-29,feature_19,9,2133,0,True,35.55,T-0b025f,2024-02-15,2024-02-16 03:00:00,27.0,high,87,5.0,False,2024-12-31,659,649,-10
